Player Name,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Opposition Team
AD Mathews,3,3,0,75,51,25,58,129.31,0,1,0,2,6,Scotland
AD Mathews,3,3,0,103,49,34.33,124,83.06,0,0,0,9,3,Ireland
AD Mathews,6,6,1,146,45*,29.2,210,69.52,0,0,1,8,1,Afghanistan
AD Mathews,8,6,1,179,43,35.8,217,82.48,0,0,1,15,4,Zimbabwe
AD Mathews,13,10,5,404,87,80.8,466,86.69,0,4,0,32,5,Bangladesh
AD Mathews,25,20,7,431,95,33.15,534,80.71,0,3,7,45,3,New Zealand
AD Mathews,18,17,3,477,97*,34.07,591,80.71,0,3,1,38,7,South Africa
AD Mathews,24,20,2,512,77*,28.44,656,78.04,0,4,2,38,5,Australia
AD Mathews,28,26,8,861,93,47.83,1016,84.74,0,7,2,60,16,Pakistan
AD Mathews,27,22,6,815,85*,50.93,963,84.63,0,6,0,71,8,England
AD Mathews,35,32,10,1279,139*,58.13,1525,83.86,3,8,1,106,24,India
AD Poynter,3,2,1,0,0*,0,5,0,0,0,1,0,0,Netherlands
AD Poynter,1,1,1,1,1*,-,2,50,0,0,0,0,0,Kenya
AD Poynter,1,1,0,3,3,3,13,23.07,0,0,0,0,0,West Indies
AD Poynter,3,3,0,40,30,13.33,76,52.63,0,0,1,1,2,Canada
AD Poynter,1,1,0,78,78,78,109,71.55,0,1,0,6,1,Afghanistan
AD Poynter,6,5,0,103,51,20.6,144,71.52,0,1,1,8,3,Scotland
AD Russell,3,1,0,4,4,4,9,44.44,0,0,0,0,0,Zimbabwe
AD Russell,1,1,0,7,7,7,8,87.5,0,0,0,0,1,U.A.E.
AD Russell,2,2,1,30,27*,30,20,150,0,0,0,3,1,Ireland
AD Russell,8,7,1,31,13,5.16,44,70.45,0,0,3,3,1,Bangladesh
AD Russell,1,1,0,41,41,41,24,170.83,0,0,0,3,3,Sri Lanka
AD Russell,4,2,1,45,42*,45,22,204.54,0,0,0,3,4,Pakistan
AD Russell,3,3,0,77,49,25.66,75,102.66,0,0,0,4,5,England
AD Russell,6,6,1,123,64*,24.6,89,138.2,0,1,2,12,8,South Africa
AD Russell,7,5,3,156,59*,78,94,165.95,0,1,0,13,11,New Zealand
AD Russell,8,7,0,189,43,27,170,111.17,0,0,0,22,4,Australia
AD Russell,13,12,2,331,92*,33.1,239,138.49,0,2,1,31,19,India
Adeel Raja,2,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan
Adeel Raja,1,-,-,-,-,-,-,-,-,-,-,-,-,Canada
Adeel Raja,1,-,-,-,-,-,-,-,-,-,-,-,-,Scotland
Adeel Raja,2,1,0,0,0,0,5,0,0,0,1,0,0,Bangladesh
Adeel Raja,1,1,0,0,0,0,1,0,0,0,1,0,0,Kenya
Adeel Raja,4,4,0,9,6,2.25,56,16.07,0,0,2,0,0,Ireland
Adhitya Shetty,1,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
Adnan Akmal,2,2,0,11,9,5.5,24,45.83,0,0,0,0,0,England
Adnan Akmal,3,2,1,51,27,51,65,78.46,0,0,0,3,0,Zimbabwe
Adnan Mufti,1,-,-,-,-,-,-,-,-,-,-,-,-,Hong Kong
Adnan Mufti,1,1,0,2,2,2,11,18.18,0,0,0,0,0,Afghanistan
Adnan Mufti,1,1,1,10,10*,-,13,76.92,0,0,0,0,0,Zimbabwe
Adnan Mufti,4,3,1,26,16,13,42,61.9,0,0,0,0,0,P.N.G.
Adnan Mufti,1,1,0,45,45,45,36,125,0,0,0,3,1,West Indies
Adnan Mufti,1,1,1,57,57*,-,46,123.91,0,1,0,8,0,Nepal
Adnan Mufti,5,5,0,70,21,14,111,63.06,0,0,0,6,0,Ireland
Adnan Mufti,4,4,1,120,43*,40,150,80,0,0,0,10,0,Scotland
ADS Fletcher,1,1,0,1,1,1,5,20,0,0,0,0,0,Ireland
ADS Fletcher,2,2,0,6,6,3,20,30,0,0,1,0,0,Zimbabwe
ADS Fletcher,3,3,0,9,6,3,30,30,0,0,1,1,0,Sri Lanka
ADS Fletcher,4,4,0,43,21,10.75,88,48.86,0,0,0,5,0,South Africa
ADS Fletcher,1,1,0,48,48,48,56,85.71,0,0,0,6,1,Canada
ADS Fletcher,4,4,0,49,27,12.25,78,62.82,0,0,0,6,2,Australia
AF Buurman,1,-,-,-,-,-,-,-,-,-,-,-,-,Canada
AF Buurman,2,1,0,0,0,0,2,0,0,0,1,0,0,Bangladesh
AF Buurman,2,1,1,3,3*,-,1,300,0,0,0,0,0,Scotland
AF Buurman,2,1,0,23,23,23,23,100,0,0,0,4,0,Afghanistan
AF Buurman,2,2,0,26,26,13,35,74.28,0,0,1,4,0,Ireland
AF Buurman,3,3,1,44,30*,22,58,75.86,0,0,0,5,0,Kenya
AF Milne,1,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan
AF Milne,2,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
AF Milne,6,1,0,0,0,0,1,0,0,0,1,0,0,India
AF Milne,1,1,1,1,1*,-,3,33.33,0,0,0,0,0,Scotland
AF Milne,3,1,0,7,7,7,8,87.5,0,0,0,0,0,Bangladesh
AF Milne,10,4,1,7,4,2.33,20,35,0,0,1,0,0,Pakistan
AF Milne,2,1,0,10,10,10,11,90.9,0,0,0,1,0,England
AF Milne,1,1,1,10,10*,-,6,166.66,0,0,0,1,0,Ireland
AF Milne,3,2,1,19,15*,19,21,90.47,0,0,0,1,0,South Africa
AF Milne,12,4,3,55,19,55,64,85.93,0,0,0,2,2,Sri Lanka
AF Milne,5,5,0,66,36,13.2,50,132,0,0,1,6,2,Australia
Afif Hossain,3,2,0,9,9,4.5,19,47.36,0,0,1,1,0,West Indies
Afif Hossain,1,1,0,12,12,12,11,109.09,0,0,0,0,1,Pakistan
Afif Hossain,3,3,0,14,8,4.66,25,56,0,0,1,1,0,India
Afif Hossain,3,3,0,47,23,15.66,69,68.11,0,0,0,5,1,England
Afif Hossain,3,3,1,53,27*,26.5,48,110.41,0,0,0,5,0,Sri Lanka
Afif Hossain,3,2,0,89,72,44.5,120,74.16,0,1,0,10,1,South Africa
Afif Hossain,7,6,3,119,93*,39.66,145,82.06,0,1,1,13,1,Afghanistan
Afif Hossain,7,6,2,219,85*,54.75,201,108.95,0,1,0,15,5,Zimbabwe
Afsar Zazai,1,1,0,0,0,0,1,0,0,0,1,0,0,New Zealand
Afsar Zazai,1,1,0,1,1,1,5,20,0,0,0,0,0,Bangladesh
Afsar Zazai,1,1,0,6,6,6,14,42.85,0,0,0,0,0,England
Afsar Zazai,1,1,0,10,10,10,40,25,0,0,0,0,0,Australia
Afsar Zazai,2,2,0,19,18,9.5,29,65.51,0,0,0,1,0,Ireland
Afsar Zazai,1,1,0,19,19,19,38,50,0,0,0,1,0,Sri Lanka
Afsar Zazai,3,2,0,22,13,11,51,43.13,0,0,0,0,0,West Indies
Afsar Zazai,3,3,1,48,48*,24,63,76.19,0,0,2,5,0,Scotland
Afsar Zazai,4,4,0,139,60,34.75,247,56.27,0,2,0,8,0,U.A.E.
Aftab Ahmed,2,2,0,28,18,14,40,70,0,0,0,6,0,New Zealand
Aftab Ahmed,3,3,0,52,46,17.33,70,74.28,0,0,0,7,0,England
Aftab Alam,1,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands
Aftab Alam,1,-,-,-,-,-,-,-,-,-,-,-,-,Pakistan
Aftab Alam,1,1,1,0,0*,-,1,0,0,0,0,0,0,South Africa
Aftab Alam,2,1,1,1,1*,-,1,100,0,0,0,0,0,Scotland
Aftab Alam,2,2,1,2,2*,2,7,28.57,0,0,1,0,0,India
Aftab Alam,5,3,1,2,1,1,13,15.38,0,0,0,0,0,Zimbabwe
Aftab Alam,2,1,1,6,6*,-,10,60,0,0,0,1,0,Canada
Aftab Alam,1,1,1,7,7*,-,2,350,0,0,0,0,1,Sri Lanka
Aftab Alam,3,1,0,14,14,14,12,116.66,0,0,0,2,1,Bangladesh
Aftab Alam,1,1,0,14,14,14,10,140,0,0,0,3,0,New Zealand
Aftab Alam,8,6,4,34,16*,17,51,66.66,0,0,2,3,1,Ireland
AG Cremer,1,-,-,-,-,-,-,-,-,-,-,-,-,Kenya
AG Cremer,1,1,0,0,0,0,1,0,0,0,1,0,0,U.A.E.
AG Cremer,5,3,1,4,2,2,7,57.14,0,0,0,0,0,Pakistan
AG Cremer,3,2,0,6,4,3,18,33.33,0,0,0,0,0,South Africa
AG Cremer,1,1,0,7,7,7,7,100,0,0,0,0,0,Hong Kong
AG Cremer,3,2,0,9,8,4.5,25,36,0,0,0,0,0,Scotland
AG Cremer,1,1,0,26,26,26,23,113.04,0,0,0,2,0,Canada
AG Cremer,4,4,2,32,22*,16,61,52.45,0,0,1,2,0,Ireland
AG Cremer,1,1,0,37,37,37,51,72.54,0,0,0,4,0,Australia
AG Cremer,4,3,0,41,22,13.66,85,48.23,0,0,0,1,0,New Zealand
AG Cremer,8,7,1,66,19*,11,120,55,0,0,1,3,1,West Indies
AG Cremer,8,6,1,69,27,13.8,106,65.09,0,0,2,5,0,India
AG Cremer,7,6,1,80,24,16,125,64,0,0,0,9,0,Bangladesh
AG Cremer,14,10,5,107,34,21.4,181,59.11,0,0,1,6,0,Sri Lanka
AG Cremer,16,13,5,165,58,20.62,245,67.34,0,1,1,8,4,Afghanistan
Agha Salman,1,1,0,5,5,5,14,35.71,0,0,0,0,0,Nepal
Agha Salman,1,1,1,12,12*,-,21,57.14,0,0,0,1,0,Bangladesh
Agha Salman,2,1,0,23,23,23,32,71.87,0,0,0,2,0,India
Agha Salman,3,3,1,59,38*,29.5,75,78.66,0,0,0,6,1,Afghanistan
Agha Salman,3,3,2,101,50*,101,93,108.6,0,1,0,9,2,Netherlands
Agha Salman,8,7,1,236,58,39.33,217,108.75,0,2,0,20,5,New Zealand
Ahmed Raza,1,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
Ahmed Raza,1,1,0,8,8,8,13,61.53,0,0,0,1,0,Zimbabwe
Ahmed Raza,3,3,1,18,12*,9,35,51.42,0,0,0,1,0,Afghanistan
Ahmed Raza,4,2,1,24,19,24,36,66.66,0,0,0,2,0,Namibia
Ahmed Raza,4,3,0,33,17,11,49,67.34,0,0,1,4,1,Hong Kong
Ahmed Raza,5,4,1,33,19,11,54,61.11,0,0,0,1,1,U.S.A.
Ahmed Raza,6,4,0,37,20,9.25,51,72.54,0,0,0,3,1,P.N.G.
Ahmed Raza,6,4,0,44,31,11,57,77.19,0,0,1,1,2,Oman
Ahmed Raza,5,5,1,52,27*,13,59,88.13,0,0,2,2,2,Nepal
Ahmed Raza,7,6,1,70,45,14,144,48.61,0,0,2,8,1,Ireland
Ahmed Raza,11,9,2,90,50,12.85,176,51.13,0,1,1,6,0,Scotland
Ahmed Shehzad,1,1,0,1,1,1,18,5.55,0,0,0,0,0,Kenya
Ahmed Shehzad,1,1,0,12,12,12,23,52.17,0,0,0,2,0,Canada
Ahmed Shehzad,1,1,0,13,13,13,17,76.47,0,0,0,1,0,England
Ahmed Shehzad,1,1,0,50,50,50,74,67.56,0,1,0,7,0,Afghanistan
Ahmed Shehzad,1,1,0,63,63,63,71,88.73,0,1,0,7,0,Ireland
Ahmed Shehzad,1,1,0,93,93,93,105,88.57,0,1,0,8,1,U.A.E.
Ahmed Shehzad,4,4,0,96,61,24,146,65.75,0,1,0,8,0,Australia
Ahmed Shehzad,3,3,0,101,47,33.66,139,72.66,0,0,0,12,0,India
Ahmed Shehzad,1,1,0,103,103,103,123,83.73,1,0,0,12,1,Bangladesh
Ahmed Shehzad,7,7,0,135,54,19.28,240,56.25,0,1,1,12,0,Zimbabwe
Ahmed Shehzad,14,14,0,334,102,23.85,557,59.96,1,2,1,33,2,West Indies
Ahmed Shehzad,9,9,0,348,102,38.66,488,71.31,1,2,1,36,3,South Africa
Ahmed Shehzad,15,15,1,488,115,34.85,582,83.84,2,2,3,55,7,New Zealand
Ahmed Shehzad,18,18,0,662,124,36.77,830,79.75,1,3,1,67,4,Sri Lanka
Ahsan Malik,3,-,-,-,-,-,-,-,-,-,-,-,-,Kenya
Ahsan Malik,1,-,-,-,-,-,-,-,-,-,-,-,-,Scotland
Ahsan Malik,2,1,1,0,0*,-,0,-,0,0,0,0,0,Afghanistan
Ahsan Malik,3,1,1,1,1*,-,2,50,0,0,0,0,0,Canada
Ahsan Malik,2,2,2,3,3*,-,10,30,0,0,0,0,0,Ireland
Ahsan Malik,1,1,1,10,10*,-,15,66.66,0,0,0,1,0,South Africa
Aizaz Cheema,1,-,-,-,-,-,-,-,-,-,-,-,-,India
Aizaz Cheema,3,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe
Aizaz Cheema,1,1,1,2,2*,-,8,25,0,0,0,0,0,Australia
Aizaz Cheema,2,2,0,6,5,3,6,100,0,0,0,0,0,England
Aizaz Cheema,3,1,1,9,9*,-,11,81.81,0,0,0,1,0,Bangladesh
Aizaz Cheema,4,2,1,9,6,9,20,45,0,0,0,1,0,Sri Lanka
Aizaz Khan,1,1,0,0,0,0,1,0,0,0,1,0,0,India
Aizaz Khan,1,1,0,1,1,1,6,16.66,0,0,0,0,0,Zimbabwe
Aizaz Khan,1,1,0,5,5,5,24,20.83,0,0,0,0,0,Afghanistan
Aizaz Khan,1,1,0,27,27,27,47,57.44,0,0,0,2,1,Pakistan
Aizaz Khan,3,2,1,38,37*,38,37,102.7,0,0,0,0,3,U.A.E.
Aizaz Khan,5,4,0,58,25,14.5,91,63.73,0,0,0,7,1,Scotland
Aizaz Khan,7,5,1,131,44,32.75,168,77.97,0,0,0,7,3,P.N.G.
AJ Finch,2,2,0,70,66,35,58,120.68,0,1,0,6,4,Afghanistan
AJ Finch,2,2,0,72,53,36,78,92.3,0,1,0,8,2,Bangladesh
AJ Finch,5,5,0,99,67,19.8,129,76.74,0,1,0,10,3,Zimbabwe
AJ Finch,2,2,0,168,148,84,124,135.48,1,0,0,19,8,Scotland
AJ Finch,10,10,0,173,47,17.3,197,87.81,0,0,1,26,1,West Indies
AJ Finch,13,13,0,182,60,14,253,71.93,0,2,3,12,5,New Zealand
AJ Finch,14,13,0,462,153,35.53,448,103.12,1,3,2,47,13,Sri Lanka
AJ Finch,13,13,1,590,153*,49.16,701,84.16,2,3,3,43,19,Pakistan
AJ Finch,23,22,0,776,109,35.27,1011,76.75,2,5,0,74,17,South Africa
AJ Finch,32,31,1,1460,124,48.66,1699,85.93,4,9,2,149,32,India
AJ Finch,30,29,1,1354,135,48.35,1464,92.48,7,5,5,138,25,England
AJ Hosein,1,-,-,-,-,-,-,-,-,-,-,-,-,Nepal
AJ Hosein,1,-,-,-,-,-,-,-,-,-,-,-,-,Oman
AJ Hosein,1,1,1,1,1*,-,1,100,0,0,0,0,0,U.S.A.
AJ Hosein,3,2,0,3,3,1.5,16,18.75,0,0,1,0,0,Australia
AJ Hosein,4,1,0,3,3,3,5,60,0,0,0,0,0,Netherlands
AJ Hosein,1,1,1,3,3*,-,8,37.5,0,0,0,0,0,Zimbabwe
AJ Hosein,1,1,1,6,6*,-,11,54.54,0,0,0,0,0,Scotland
AJ Hosein,4,1,1,6,6*,-,13,46.15,0,0,0,0,0,Sri Lanka
AJ Hosein,3,2,0,15,11,7.5,16,93.75,0,0,0,0,1,New Zealand
AJ Hosein,2,2,0,16,14,8,27,59.25,0,0,0,1,0,South Africa
AJ Hosein,6,6,1,19,12*,3.8,46,41.3,0,0,1,1,0,Bangladesh
AJ Hosein,3,3,1,39,23,19.5,59,66.1,0,0,0,4,1,Ireland
AJ Hosein,5,5,2,73,34,24.33,97,75.25,0,0,1,5,1,India
AJ Hosein,3,3,1,82,60,41,65,126.15,0,1,0,3,7,Pakistan
AJ McKay,3,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe
AJ McKay,2,2,2,2,2*,-,11,18.18,0,0,0,0,0,South Africa
AJ McKay,6,3,1,3,3*,1.5,9,33.33,0,0,2,0,0,Bangladesh
AJ McKay,6,3,3,3,3*,-,13,23.07,0,0,0,0,0,India
AJ McKay,2,2,1,4,4*,4,14,28.57,0,0,1,0,0,Sri Lanka
AJ Redmond,1,1,0,16,16,16,30,53.33,0,0,0,1,0,Bangladesh
AJ Strauss,1,1,0,0,0,0,3,0,0,0,1,0,0,South Africa
AJ Strauss,1,1,0,5,5,5,19,26.31,0,0,0,0,0,Sri Lanka
AJ Strauss,1,1,0,31,31,31,39,79.48,0,0,0,3,1,West Indies
AJ Strauss,1,1,0,34,34,34,37,91.89,0,0,0,2,1,Ireland
AJ Strauss,1,1,0,61,61,61,43,141.86,0,1,0,12,0,Scotland
AJ Strauss,1,1,0,88,88,88,83,106.02,0,1,0,9,0,Netherlands
AJ Strauss,1,1,0,158,158,158,145,108.96,1,0,0,18,1,India
AJ Strauss,4,4,0,255,154,63.75,244,104.5,1,1,0,29,6,Bangladesh
AJ Strauss,5,5,0,317,126,63.4,340,93.23,1,2,0,31,4,Pakistan
AJ Strauss,12,12,0,370,87,30.83,461,80.26,0,4,1,36,2,Australia
AJ Turner,3,2,0,50,49,25,49,102.04,0,0,0,2,2,West Indies
AJ Turner,6,5,1,142,84*,35.5,111,127.92,0,1,0,8,8,India
AJ Tye,7,7,3,57,19,14.25,48,118.75,0,0,0,5,2,England
AK Markram,1,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan
AK Markram,2,1,0,5,5,5,13,38.46,0,0,0,1,0,Ireland
AK Markram,2,2,0,30,25,15,36,83.33,0,0,0,4,1,West Indies
AK Markram,1,1,0,38,38,38,55,69.09,0,0,0,4,0,New Zealand
AK Markram,3,3,0,104,42,34.66,127,81.88,0,0,0,18,0,Zimbabwe
AK Markram,5,5,0,174,91,34.8,187,93.04,0,1,0,16,7,Pakistan
AK Markram,4,4,0,171,66,42.75,188,90.95,0,2,1,15,2,Bangladesh
AK Markram,3,3,1,227,175,113.5,168,135.11,1,1,0,24,8,Netherlands
AK Markram,8,8,1,255,77,36.42,248,102.82,0,1,1,21,4,England
AK Markram,12,12,1,271,79,24.63,338,80.17,0,1,1,27,4,India
AK Markram,10,9,1,344,106,43,309,111.32,1,2,1,35,8,Sri Lanka
AK Markram,10,10,1,402,102*,44.66,366,109.83,1,2,0,43,13,Australia
AK Perera,1,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh
AK Perera,1,1,0,7,7,7,16,43.75,0,0,0,0,0,Australia
AK Perera,1,1,0,13,13,13,25,52,0,0,0,0,0,Pakistan
AK Perera,3,2,0,32,31,16,42,76.19,0,0,0,3,0,South Africa
AK Sah,2,2,0,7,6,3.5,23,30.43,0,0,0,1,0,P.N.G.
AK Sah,2,2,0,25,21,12.5,35,71.42,0,0,0,4,0,Netherlands
Akeem Jordan,2,1,1,3,3*,-,6,50,0,0,0,0,0,U.A.E.
Akif Raja,1,-,-,-,-,-,-,-,-,-,-,-,-,Scotland
Akif Raja,2,-,-,-,-,-,-,-,-,-,-,-,-,U.S.A.
Akif Raja,2,1,0,0,0,0,0,-,0,0,1,0,0,Oman
Akshay Homraj,2,2,0,9,5,4.5,24,37.5,0,0,0,2,0,Nepal
Akshay Homraj,2,2,0,48,34,24,80,60,0,0,0,2,0,U.A.E.
Akshay Homraj,2,2,0,51,44,25.5,64,79.68,0,0,0,4,2,Oman
Akshay Homraj,2,2,0,51,27,25.5,55,92.72,0,0,0,1,2,Scotland
AL Phehlukwayo,1,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
AL Phehlukwayo,4,2,0,8,6,4,16,50,0,0,0,1,0,Ireland
AL Phehlukwayo,5,4,1,15,8,5,30,50,0,0,0,2,0,Bangladesh
AL Phehlukwayo,1,1,1,17,17*,-,17,100,0,0,0,2,1,Afghanistan
AL Phehlukwayo,3,2,0,28,28,14,53,52.83,0,0,1,1,1,Zimbabwe
AL Phehlukwayo,7,4,1,42,24,14,62,67.74,0,0,0,6,0,England
AL Phehlukwayo,1,1,0,48,48,48,22,218.18,0,0,0,1,6,Netherlands
AL Phehlukwayo,5,4,3,59,29*,59,63,93.65,0,0,1,6,2,New Zealand
AL Phehlukwayo,12,7,4,109,42*,36.33,89,122.47,0,0,1,8,8,Australia
AL Phehlukwayo,17,9,3,109,38*,18.16,122,89.34,0,0,0,13,2,Sri Lanka
AL Phehlukwayo,11,9,2,134,34,19.14,179,74.86,0,0,1,7,7,India
Al-Amin Hossain,1,-,-,-,-,-,-,-,-,-,-,-,-,Pakistan
Al-Amin Hossain,3,1,0,0,0,0,2,0,0,0,1,0,0,West Indies
Al-Amin Hossain,3,2,1,1,1*,1,4,25,0,0,1,0,0,India
Al-Amin Hossain,6,2,2,1,1*,-,7,14.28,0,0,0,0,0,Zimbabwe
Al-Amin Hossain,2,2,2,2,2*,-,7,28.57,0,0,0,0,0,Sri Lanka
Ali Khan,2,-,-,-,-,-,-,-,-,-,-,-,-,Nepal
Ali Khan,1,-,-,-,-,-,-,-,-,-,-,-,-,Netherlands
Ali Khan,1,-,-,-,-,-,-,-,-,-,-,-,-,Scotland
Ali Khan,1,1,1,1,1*,-,2,50,0,0,0,0,0,Canada
Ali Khan,1,1,0,1,1,1,2,50,0,0,0,0,0,Oman
Ali Khan,4,2,0,2,2,1,4,50,0,0,1,0,0,U.A.E.
Ali Khan,1,1,0,3,3,3,3,100,0,0,0,0,0,Jersey
Ali Khan,2,1,0,3,3,3,11,27.27,0,0,0,0,0,P.N.G.
Ali Khan,1,1,1,4,4*,-,2,200,0,0,0,0,0,Namibia
Ali Khan,1,1,0,6,6,6,7,85.71,0,0,0,1,0,Ireland
Ali Naseer,1,1,1,1,1*,-,1,100,0,0,0,0,0,U.S.A.
Ali Naseer,1,1,0,4,4,4,6,66.66,0,0,0,0,0,Nepal
Ali Naseer,1,1,0,5,5,5,7,71.42,0,0,0,0,0,Oman
Ali Naseer,1,1,0,13,13,13,19,68.42,0,0,0,1,0,Ireland
Ali Naseer,1,1,0,19,19,19,17,111.76,0,0,0,2,1,Scotland
Ali Naseer,1,1,0,34,34,34,32,106.25,0,0,0,3,1,Sri Lanka
Ali Naseer,3,3,0,128,58,42.66,119,107.56,0,2,0,11,6,West Indies
Alok Kapali,1,1,0,12,12,12,32,37.5,0,0,0,0,0,Pakistan
Alok Kapali,1,1,0,13,13,13,17,76.47,0,0,0,1,0,Australia
Alok Kapali,2,2,0,40,20,20,67,59.7,0,0,0,4,0,West Indies
AM Blignaut,2,-,-,-,-,-,-,-,-,-,-,-,-,India
AM Blignaut,1,1,0,1,1,1,3,33.33,0,0,0,0,0,Sri Lanka
AM Ellis,5,2,0,4,4,2,7,57.14,0,0,1,0,0,Sri Lanka
AM Ellis,2,2,0,22,13,11,25,88,0,0,0,2,0,England
AM Ellis,2,2,0,42,28,21,64,65.62,0,0,0,2,0,West Indies
AM Ellis,3,3,0,41,20,13.66,51,80.39,0,0,0,2,1,South Africa
AM Ellis,3,3,1,45,33,22.5,37,121.62,0,0,0,4,1,Zimbabwe
AM Fernando,1,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan
AM Fernando,1,-,-,-,-,-,-,-,-,-,-,-,-,West Indies
AM Fernando,1,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe
AM Fernando,2,2,1,1,1*,1,6,16.66,0,0,1,0,0,England
AM Guruge,2,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan
AM Guruge,1,-,-,-,-,-,-,-,-,-,-,-,-,Pakistan
AM Guruge,1,1,1,0,0*,-,0,-,0,0,0,0,0,Ireland
AM Guruge,1,1,1,2,2*,-,3,66.66,0,0,0,0,0,Scotland
AM Guruge,1,1,1,4,4*,-,10,40,0,0,0,0,0,West Indies
AM Guruge,1,1,1,10,10*,-,16,62.5,0,0,0,1,0,India
AM Hardie,1,1,0,3,3,3,5,60,0,0,0,0,0,South Africa
AM McCarthy,2,2,0,15,12,7.5,41,36.58,0,0,0,1,0,Bangladesh
AM Phangiso,1,-,-,-,-,-,-,-,-,-,-,-,-,Ireland
AM Phangiso,1,1,0,0,0,0,0,-,0,0,1,0,0,Pakistan
AM Phangiso,3,2,0,3,3,1.5,8,37.5,0,0,1,0,0,West Indies
AM Phangiso,2,2,0,10,9,5,9,111.11,0,0,0,1,0,New Zealand
AM Phangiso,5,3,1,15,9,7.5,60,25,0,0,0,0,0,Australia
AM Phangiso,5,2,0,15,13,7.5,22,68.18,0,0,0,0,0,Zimbabwe
AM Phangiso,3,2,1,18,18*,18,41,43.9,0,0,1,3,0,Sri Lanka
AM Phangiso,1,1,0,20,20,20,22,90.9,0,0,0,1,0,India
AM Rahane,1,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.
AM Rahane,3,3,0,27,23,9,62,43.54,0,0,1,4,0,Pakistan
AM Rahane,1,1,1,33,33*,-,28,117.85,0,0,0,6,0,Ireland
AM Rahane,1,1,0,56,56,56,66,84.84,0,1,0,5,0,Afghanistan
AM Rahane,6,6,0,168,73,28,234,71.79,0,2,1,14,3,Bangladesh
AM Rahane,5,5,0,181,63,36.2,244,74.18,0,2,0,20,1,Zimbabwe
AM Rahane,10,10,0,194,57,19.4,289,67.12,0,1,0,20,3,New Zealand
AM Rahane,10,10,0,454,103,45.4,600,75.66,1,4,1,48,3,West Indies
AM Rahane,13,12,1,474,87,43.09,522,90.8,0,5,0,41,8,South Africa
AM Rahane,12,11,1,469,89,46.9,573,81.84,0,6,0,45,3,Australia
AM Rahane,20,20,0,690,106,34.5,880,78.4,1,3,3,63,10,England
AM Tribe,1,1,0,3,3,3,14,21.42,0,0,0,0,0,Namibia
AM Tribe,1,1,0,4,4,4,12,33.33,0,0,0,0,0,Canada
AM Tribe,1,1,0,40,40,40,48,83.33,0,0,0,1,2,U.A.E.
AM Tribe,1,1,0,75,75,75,104,72.11,0,1,0,7,2,U.S.A.
AM Tribe,1,1,1,115,115*,-,143,80.41,1,0,0,8,2,P.N.G.
Amir Hamza,1,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh
Amir Hamza,1,-,-,-,-,-,-,-,-,-,-,-,-,Hong Kong
Amir Hamza,2,-,-,-,-,-,-,-,-,-,-,-,-,Kenya
Amir Hamza,2,-,-,-,-,-,-,-,-,-,-,-,-,Scotland
Amir Hamza,1,-,-,-,-,-,-,-,-,-,-,-,-,U.A.E.
Amir Hamza,2,2,1,0,0*,0,8,0,0,0,1,0,0,Pakistan
Amir Hamza,2,1,1,0,0*,-,1,0,0,0,0,0,0,West Indies
Amir Hamza,1,1,0,1,1,1,14,7.14,0,0,0,0,0,Sri Lanka
Amir Hamza,5,3,2,10,7,10,17,58.82,0,0,0,0,1,Ireland
Amir Hamza,14,9,5,12,4,3,54,22.22,0,0,0,0,0,Zimbabwe
Amir Hayat,1,-,-,-,-,-,-,-,-,-,-,-,-,Scotland
Amir Hayat,1,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe
Amir Hayat,1,1,1,1,1*,-,5,20,0,0,0,0,0,West Indies
Amir Hayat,1,1,0,2,2,2,4,50,0,0,0,0,0,P.N.G.
Amir Hayat,1,1,0,4,4,4,19,21.05,0,0,0,0,0,Ireland
Amir Hayat,4,3,2,24,24*,24,45,53.33,0,0,1,1,1,Nepal
Amjad Ali,1,1,0,4,4,4,12,33.33,0,0,0,0,0,India
Amjad Ali,1,1,0,5,5,5,19,26.31,0,0,0,0,0,West Indies
Amjad Ali,1,1,0,7,7,7,17,41.17,0,0,0,1,0,Zimbabwe
Amjad Ali,1,1,0,14,14,14,30,46.66,0,0,0,2,0,Pakistan
Amjad Ali,1,1,0,21,21,21,36,58.33,0,0,0,3,0,South Africa
Amjad Ali,1,1,0,34,34,34,35,97.14,0,0,0,5,0,Scotland
Amjad Ali,1,1,0,45,45,45,71,63.38,0,0,0,5,0,Ireland
